student,week,question_id,session_id,created_at,trigger_source,trigger_surface,question_type,error_source,error_code,error_severity,max_level_reached,cache_hit,helpful_rating,self_reported_outcome,post_confidence,help_latency_ms,edits_before_ask,recurring_error_count,recurring_concept_count,ms_since_previous_same_error,selection_line_count,selection_char_count,latency_ms,prompt_tokens,completion_tokens
S07,7,8366c82e-c3e5-4b49-91a4-2a651995b933,e876e077-86c9-43c5-a74d-87c01b6f1730,2030-04-16T08:17:42.639Z,selection,command_palette,what_does_this_do,,,,0,0,,solved,,,,0,3,,4,132,3560,1449,428
S22,7,674911b7-c809-4952-a40e-2f137cc310e1,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T08:17:51.234Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,,,,60546,3,3,13,603918333,,,5003,1991,432
S15,7,da84379d-2e52-4a01-b450-c7fca1e66898,2f0be1cc-2af8-44be-a59f-e3da1d984c5a,2030-04-16T08:18:49.057Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,,,10704,3,6,1,332353,,,5503,1458,551
S10,7,7de28f76-6f52-44a1-8f9e-127fd0b34cc1,15bfd5a0-085f-41c5-b684-95d378c20174,2030-04-16T08:20:34.878Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUndefinedVariable,error,0,0,1,,,174959,1,4,4,2418953918,,,3415,1598,611
S06,7,ad4a862f-bde4-4ca2-a06f-e1224d0d3a4a,cab80329-5bae-4d0d-997c-ab7d36d49482,2030-04-16T08:22:30.158Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,2,0,1,,,32962,0,4,6,1209243896,,,3629,1497,603
S10,7,00395a5f-43c2-4a6c-8aca-2d4ca420d587,15bfd5a0-085f-41c5-b684-95d378c20174,2030-04-16T08:23:05.150Z,selection,selection_codelens,what_does_this_do,,,,0,0,1,,,,,0,0,,31,682,4027,1768,475
S06,7,3ff8947f-f2cb-442d-b0e4-53091f0f60af,cab80329-5bae-4d0d-997c-ab7d36d49482,2030-04-16T08:23:26.380Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,,,maybe,67810,1,5,7,56222,,,4930,2125,578
S22,7,e52acf8c-3cfb-4beb-a95b-6b5a8a80ef1e,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T08:23:27.747Z,selection,selection_lightbulb,whats_wrong,,,,0,0,1,,no,,,0,1,,36,1476,2395,1593,622
S22,7,af8c7a80-946a-4950-95ee-0f325d3fbc32,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T08:24:00.081Z,selection,sidebar_button,what_does_this_do,,,,3,0,,still_stuck,no,,,0,2,,,,3428,1743,472
S19,7,dea5fa79-7995-4ee7-8b19-236995ea2465,0a37330b-bf37-4fad-a8f0-e27f74609ee6,2030-04-16T08:24:31.738Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,3,0,1,still_stuck,,8412,4,1,1,2043628908,,,5746,1795,461
S14,7,bca0acca-6009-4109-8bc7-4122a9dd3277,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T08:24:42.693Z,selection,selection_keybinding,why_works,,,,3,0,1,still_stuck,no,,,0,7,,6,120,2816,1724,631
S22,7,70236da8-70a7-4468-bfe2-0b20699cb5a0,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T08:28:15.820Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,solved,,,,0,3,,,,3695,1843,349
S06,7,6d9f87e5-72cc-46f7-9cb9-e377c56680fc,cab80329-5bae-4d0d-997c-ab7d36d49482,2030-04-16T08:29:16.320Z,selection,selection_keybinding,simpler_example,,,,0,0,1,,,,,0,0,,6,108,4282,1984,491
S22,7,3241a09c-53c1-4e60-94ad-6fbb27b851b7,b54ec9da-6d6a-4197-bfda-3793cd287b3b,2030-04-16T08:29:43.428Z,selection,sidebar_button,what_does_this_do,,,,2,0,,solved,maybe,,,0,4,,10,350,2710,1477,676
S04,7,b0225b55-b307-4aad-af31-32fca549406c,c7e3efc3-d541-4353-bdcc-0100fac94d8c,2030-04-16T08:30:18.905Z,selection,selection_status_bar,whats_wrong,,,,0,0,1,solved,,,,0,0,,38,1520,3863,1630,558
S20,7,57aa8cf0-3e15-4101-9aeb-c9e6f56fbc95,100a6df5-9de3-42c0-b53e-3c9dc527096c,2030-04-16T08:31:40.949Z,selection,sidebar_button,what_does_this_do,,,,0,0,,solved,maybe,,,0,1,,5,140,4209,1827,565
S24,7,c014e83e-928d-4833-953f-fa5bb6d52144,6ca03ad3-6f42-41e2-9981-eccecb81f0c2,2030-04-16T08:33:16.626Z,selection,selection_keybinding,simpler_example,,,,3,0,,solved,,,,0,1,,1,18,4473,1466,551
S24,7,be636a34-eb2f-4aa6-b340-ddaeb1c09de4,6ca03ad3-6f42-41e2-9981-eccecb81f0c2,2030-04-16T08:34:37.835Z,selection,selection_lightbulb,what_does_this_do,,,,0,0,1,solved,,,,0,2,,2,72,2864,1745,528
S10,7,f44b4a9f-d138-4b36-aa9b-bbe86059bfba,15bfd5a0-085f-41c5-b684-95d378c20174,2030-04-16T08:39:14.658Z,selection,selection_codelens,whats_wrong,,,,0,0,,,,,,0,1,,4,140,4656,1583,447
S19,7,502ff1c3-f40a-4682-9153-da572443cb79,0a37330b-bf37-4fad-a8f0-e27f74609ee6,2030-04-16T08:39:39.507Z,selection,selection_status_bar,simpler_example,,,,0,0,-1,solved,,,,0,0,,2,84,5083,1487,492
S19,7,3e39ca43-0498-4fd3-b937-d0c695cdf91c,0a37330b-bf37-4fad-a8f0-e27f74609ee6,2030-04-16T08:39:50.277Z,selection,selection_codelens,free_text,,,,0,0,1,,,,,0,1,,18,594,5518,1713,483
S15,7,63730aeb-8abc-4142-9d87-4c8634c0ef90,2f0be1cc-2af8-44be-a59f-e3da1d984c5a,2030-04-16T08:42:04.068Z,selection,selection_keybinding,what_does_this_do,,,,0,0,,,yes,,,0,2,,14,294,4999,1756,651
S14,7,27ca51c2-b433-496d-b462-3527b4c28572,f5d6d021-80a2-4701-b86b-29b1d3040fee,2030-04-16T08:46:54.468Z,selection,selection_status_bar,why_works,,,,0,0,1,,,,,0,8,,6,186,5062,1608,565
S12,7,be9dc791-750d-4865-b6de-aadd9629df62,bfd6c333-2876-4ef1-ac89-23a051b8093a,2030-04-17T17:22:29.576Z,selection,selection_codelens,whats_wrong,,,,0,0,1,still_stuck,,,,0,3,,3,96,4972,1998,593
S13,7,bf4d3ce5-149c-40e9-a2c4-e8a4f29ab6a1,33b7c1b6-f362-48ad-a4a3-e33b7d563c96,2030-04-18T16:25:35.366Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,,yes,41665,4,1,1,2621131340,,,4747,1393,653
S13,7,5914794c-2090-4f13-8b62-1451351c8e37,33b7c1b6-f362-48ad-a4a3-e33b7d563c96,2030-04-18T16:55:07.782Z,selection,selection_lightbulb,free_text,,,,0,0,1,,yes,,,0,0,,12,492,5497,1206,484
S17,7,51d9e3b3-7fc6-464a-baab-4fb3dd2a92c2,9a057ad9-a9dd-48a0-9620-438c1776042e,2030-04-18T17:17:57.485Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportArgumentType,error,0,0,,solved,,37034,1,3,6,206560042,,,4273,1693,454
S17,7,6ca97e2c-0f96-42a2-bc81-af211f4ab4b0,9a057ad9-a9dd-48a0-9620-438c1776042e,2030-04-18T17:20:42.633Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,,,48788,1,1,1,1417226098,,,2932,1249,423
S19,7,aae656bc-d103-4afa-952b-5730a923d8a4,b34e3ea1-2d65-4ba4-b538-a49f42e580c1,2030-04-20T18:53:39.930Z,selection,selection_keybinding,simpler_example,,,,0,0,-1,solved,,,,0,5,,4,144,3883,1547,714
S19,7,662daea0-24e4-4f0f-b44c-90bedfc9a83c,b15acae1-6747-4b25-becf-9ba09b5b8eae,2030-04-21T16:24:36.602Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,1,1,,no,30841,4,0,2,,,,,,
S19,7,b87fc16c-35d4-4c21-b216-808a4e3170dd,b15acae1-6747-4b25-becf-9ba09b5b8eae,2030-04-21T16:31:09.676Z,selection,sidebar_button,what_does_this_do,,,,2,0,,,,,,0,3,,2,56,4305,1507,455
S19,7,72987130-1c1f-4ed7-8973-43a706c2863b,b15acae1-6747-4b25-becf-9ba09b5b8eae,2030-04-21T16:50:08.933Z,selection,selection_lightbulb,whats_wrong,,,,3,0,1,still_stuck,yes,,,0,4,,6,234,5335,1410,533
S14,8,b4a1ff35-7f7c-4c78-99db-d58dd95545a2,c7a7f1ed-9ff4-43d8-94a8-8dae93244d5a,2030-04-23T07:04:43.536Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,solved,no,16047,0,16,9,601004567,,,1915,1668,617
S24,8,5297f8b9-8c85-4b86-81ed-fc5220714e31,1bb50a3b-dc1a-4b97-bbcd-be5b5add5020,2030-04-23T07:08:14.204Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,,,43416,4,2,1,600697148,,,4080,1740,484
S22,8,b3a4ed50-534d-4193-912e-121cf92be920,04aff152-1fcc-4cb4-8c94-000133d6e961,2030-04-23T07:10:01.602Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,solved,no,94915,1,6,6,1208209580,,,3731,1833,555
S23,8,a03a8975-b886-4260-8876-da7ef4215405,3fc63fd3-2569-4315-9ff1-e8c2a3f9340a,2030-04-23T07:12:37.283Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportArgumentType,error,0,0,1,solved,,15628,1,6,11,603184891,,,2521,1978,453
S19,8,7b206f67-2fb6-416d-a572-fd5fd3d4c4e6,6f209114-1eac-4917-b465-0671055f68c2,2030-04-23T07:16:26.283Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,,,293777,5,1,6,139909681,,,6362,1673,551
S21,8,1f91b966-eedf-4fac-b8a3-1e829ccec574,d7e7d50e-3dc1-4536-911d-242e10706746,2030-04-23T07:16:49.134Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,solved,,39615,1,2,2,2417173811,,,5439,1551,656
S14,8,2ddf868a-2d10-466d-bbe5-44fdf2edd16d,c7a7f1ed-9ff4-43d8-94a8-8dae93244d5a,2030-04-23T07:17:45.452Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportOperatorIssue,error,0,0,,,,27272,3,3,10,2419370999,,,3356,1977,602
S01,8,893f04b0-955f-4e47-9b65-ca472b5f4261,b61759a7-cb55-440d-a835-08eb601b6726,2030-04-23T07:22:24.261Z,selection,selection_status_bar,whats_wrong,,,,0,0,1,still_stuck,,,,0,0,,1,23,5225,1281,487
S03,8,78eae989-ae50-4e42-9e10-4dbfe90c64d1,527f751c-936b-4b10-ad90-c585f2bdb050,2030-04-23T07:23:20.977Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,,yes,,,0,0,,2,74,1789,1857,569
S04,8,0353d8f3-eb03-45f4-9ff3-f1cbbaad5b9f,1eb1901c-add7-4558-822d-6852b7c1d883,2030-04-23T07:26:44.036Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,solved,,33678,2,0,1,,,,3494,1994,548
S21,8,111ed7f0-3e1d-4eac-a831-002787d1209f,d7e7d50e-3dc1-4536-911d-242e10706746,2030-04-23T07:27:19.280Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,,maybe,267520,2,3,2,630146,,,6903,1852,580
S22,8,e3ad32fd-a80b-4ec0-85f4-119b3a6dceb8,04aff152-1fcc-4cb4-8c94-000133d6e961,2030-04-23T07:28:53.189Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportIndexIssue,error,0,0,,,no,54246,3,6,6,1210099221,,,4792,1999,472
S14,8,062a45f6-7672-4096-a5c4-7cfc6e84d2bd,c7a7f1ed-9ff4-43d8-94a8-8dae93244d5a,2030-04-23T07:29:40.994Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,1,,no,50360,3,6,6,602660549,,,6839,1924,660
S10,8,54b40060-749c-444f-8f46-2da0efd99923,ca385880-df0d-4117-9e6a-643a18a83bdb,2030-04-23T07:30:01.005Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,,error,3,0,,solved,,49564,3,1,1,1208645231,,,3626,1555,536
S12,8,2542a8b7-062c-4c61-b8ad-5868677a08ae,a6a626d4-fa1f-4856-bcd6-b090fc54bffb,2030-04-23T07:32:25.653Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,0,0,,solved,,24511,1,0,0,,,,3307,1744,586
S04,8,fa1eceec-64c8-4642-ad3a-c758ee0a77f8,1eb1901c-add7-4558-822d-6852b7c1d883,2030-04-23T07:34:03.628Z,selection,selection_codelens,free_text,,,,0,0,1,,,,,0,0,,23,943,7165,1320,578
S14,8,257fccec-c5e1-4f92-ae86-67c3755a046d,c7a7f1ed-9ff4-43d8-94a8-8dae93244d5a,2030-04-23T07:34:07.616Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,1,1,still_stuck,,10544,1,8,8,1811478979,,,,,
S17,8,7557d785-0f8e-4b3f-8bc5-42f36d6cdab3,98295054-2665-43b7-aad3-c8c2e01d357a,2030-04-23T07:34:50.037Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,,,,150144,0,1,1,2418177828,,,5512,1797,415
S21,8,c9056d1a-b432-4d04-91e3-bffbfebe9a92,d7e7d50e-3dc1-4536-911d-242e10706746,2030-04-23T07:35:25.287Z,selection,selection_codelens,why_works,,,,0,0,,,maybe,,,0,0,,5,175,2432,1483,697
S22,8,27c7efba-fdb9-4152-80d3-29a584a67065,04aff152-1fcc-4cb4-8c94-000133d6e961,2030-04-23T07:36:27.474Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,solved,,29222,1,1,5,604723620,,,6103,1942,567
S12,8,ce452ee2-2af2-43d1-bad4-d751f90c3c0e,a6a626d4-fa1f-4856-bcd6-b090fc54bffb,2030-04-23T07:39:35.683Z,selection,selection_codelens,whats_wrong,,,,0,0,1,,yes,,,0,0,,3,120,6713,1595,384
S20,8,6152cfd8-92f0-4767-8d19-bc19cb5a6589,f5acc7a9-1aca-4031-8a9e-d6f84666350b,2030-04-23T07:40:49.523Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,3,0,1,,,115411,7,2,3,603664005,,,4035,1363,566
S05,8,9a44695f-6792-4f46-8377-70f49f2a5ee7,02590c86-1881-4822-943b-59a4167f928c,2030-04-23T07:41:36.001Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportUnusedExpression,warning,0,0,1,still_stuck,,78016,3,4,4,1814503799,,,5767,2134,717
S15,8,46d64d0b-1a64-4ece-b0dc-24be213eaf20,5270affb-a977-43f8-82d1-f27529241d2c,2030-04-23T07:42:01.252Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,0,0,,,yes,11422,0,0,1,,,,6013,1471,352
S17,8,7a58c43f-c77c-478b-a255-8d7200691c13,98295054-2665-43b7-aad3-c8c2e01d357a,2030-04-23T07:42:36.754Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,,,no,76883,2,2,2,397314121,,,3218,1753,566
S22,8,dcbc41de-b18a-4713-98a2-a2e2ddea77e6,04aff152-1fcc-4cb4-8c94-000133d6e961,2030-04-23T07:43:23.385Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,3,0,1,,,195145,1,2,2,2642759882,,,3954,1809,383
S20,8,4918cd7c-56e8-403e-838b-694fed244968,f5acc7a9-1aca-4031-8a9e-d6f84666350b,2030-04-23T07:46:15.975Z,selection,selection_lightbulb,what_does_this_do,,,,0,0,-1,,maybe,,,0,0,,15,360,6345,1945,593
S14,8,098d1472-8e39-45a2-bd9a-c5f9c5350fa0,c7a7f1ed-9ff4-43d8-94a8-8dae93244d5a,2030-04-23T07:46:23.307Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,still_stuck,,2966,1,17,9,2499771,,,2753,1966,460
S22,8,53731252-62a7-4a92-9d07-106125b30570,04aff152-1fcc-4cb4-8c94-000133d6e961,2030-04-23T07:47:00.764Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,1,,no,11783,1,3,3,1208502814,,,8449,1701,324
S10,8,e3cb0610-ac11-4f71-b705-cd67d7ebd7bb,ca385880-df0d-4117-9e6a-643a18a83bdb,2030-04-23T07:48:02.340Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,still_stuck,no,84318,2,3,2,2417940465,,,4888,2069,425
S08,8,1ac708f4-e86c-4e7f-8424-d91f998fb4a5,ba619665-0e62-4387-bff0-821ae09708a3,2030-04-23T07:51:11.472Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,-1,,,23592,5,1,1,3503416942,,,4052,1334,502
S10,8,7c3eab21-754a-43ed-83e3-e48610948bd6,ca385880-df0d-4117-9e6a-643a18a83bdb,2030-04-23T07:53:40.260Z,selection,selection_lightbulb,whats_wrong,,,,0,0,1,solved,yes,,,0,0,,39,1053,6350,2012,607
S05,8,37657c4b-3de4-4ff9-854d-1c5c12b0c352,02590c86-1881-4822-943b-59a4167f928c,2030-04-23T07:54:46.471Z,selection,selection_lightbulb,whats_wrong,,,,0,0,,,,,,0,0,,4,116,3785,1841,593
S21,8,cc860f82-6e4f-4af2-9e6e-4b8015870fad,d7e7d50e-3dc1-4536-911d-242e10706746,2030-04-23T07:55:52.660Z,selection,sidebar_button,what_does_this_do,,,,2,0,,solved,maybe,,,0,1,,22,770,5561,1732,647
S14,8,0515ddc1-2896-4acb-9109-e4e07d8fb103,c7a7f1ed-9ff4-43d8-94a8-8dae93244d5a,2030-04-23T07:55:54.691Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportIndexIssue,error,3,0,1,,,71262,4,7,7,1573697,,,2353,2156,486
S05,8,35f4f176-a210-4ec1-a9d7-5f83e023f328,02590c86-1881-4822-943b-59a4167f928c,2030-04-23T08:03:41.294Z,selection,selection_status_bar,what_does_this_do,,,,0,0,,,,,,0,1,,2,50,6097,1851,650
S08,8,dbd2baa7-6cff-47f8-be0d-f2a033894bb7,ba619665-0e62-4387-bff0-821ae09708a3,2030-04-23T08:04:32.697Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,solved,,30505,5,2,1,606403844,,,2584,2007,627
S22,8,38204cca-2243-44d4-ae02-b6ca58a54d9a,04aff152-1fcc-4cb4-8c94-000133d6e961,2030-04-23T08:07:30.642Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,3,0,-1,solved,no,20935,0,7,7,3449040,,,3419,1423,592
S14,8,ae15c89e-7edc-4a16-a208-1530c3d2507d,c7a7f1ed-9ff4-43d8-94a8-8dae93244d5a,2030-04-23T08:08:11.997Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,1,solved,,128680,0,18,10,1308690,,,2462,1709,735
S17,8,1ba33ea8-04de-4400-b672-b3c80844a1a0,98295054-2665-43b7-aad3-c8c2e01d357a,2030-04-23T08:09:36.407Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,still_stuck,,,,0,0,,11,451,5807,1872,578
S14,8,2a9af918-caa9-4590-9824-d4188392bd85,c7a7f1ed-9ff4-43d8-94a8-8dae93244d5a,2030-04-23T08:09:58.579Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,,,,,0,0,,27,1107,8636,2046,559
S06,8,41efe92f-fa92-44bc-84fd-faf33233045c,c95e15da-07e2-4820-8401-4803e79b580e,2030-04-23T08:11:45.054Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,,no,40710,2,3,3,3023900535,,,9623,1549,543
S24,8,38006641-bbce-436e-9c91-7965c1638024,1bb50a3b-dc1a-4b97-bbcd-be5b5add5020,2030-04-23T08:13:25.278Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportOperatorIssue,error,3,0,,,,129584,2,4,6,1211619632,,,6849,1766,473
S02,8,e96fa0b1-d9fd-4f44-a2be-cd26d5783e47,674d14fc-d72f-4797-ae05-665385231735,2030-04-23T08:13:55.522Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,0,0,1,,,13969,6,2,2,1211750544,,,4368,1853,543
S06,8,401992c8-36dd-48b0-aa2c-7d362cd6f885,c95e15da-07e2-4820-8401-4803e79b580e,2030-04-23T08:16:39.182Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,0,0,-1,solved,maybe,43472,3,4,4,2419173266,,,2332,2031,655
S23,8,7c781369-726b-4397-9529-1387ff1e12a4,3fc63fd3-2569-4315-9ff1-e8c2a3f9340a,2030-04-23T08:17:36.439Z,selection,sidebar_button,what_does_this_do,,,,0,0,1,solved,,,,0,0,,18,486,5489,2040,557
S15,8,1544c361-ec27-4b52-b64d-ded578e39933,5270affb-a977-43f8-82d1-f27529241d2c,2030-04-23T08:18:07.576Z,selection,selection_codelens,whats_wrong,,,,0,0,,,yes,,,0,0,,28,812,5318,1607,501
S02,8,b95a819a-49db-4a64-a24f-c75ae6439dd4,674d14fc-d72f-4797-ae05-665385231735,2030-04-23T08:20:12.924Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,maybe,27141,4,0,0,,,,5445,1931,482
S24,8,d96ef78d-06eb-4c03-85e4-157e9df65433,1bb50a3b-dc1a-4b97-bbcd-be5b5add5020,2030-04-23T08:20:15.671Z,selection,selection_keybinding,whats_wrong,,,,2,0,,still_stuck,,,,0,0,,1,27,5150,1575,527
S12,8,741e1cd6-29c3-4f18-b284-d85f47b9a628,a6a626d4-fa1f-4856-bcd6-b090fc54bffb,2030-04-23T08:21:42.794Z,selection,selection_status_bar,simpler_example,,,,0,0,-1,,yes,,,0,1,,1,41,4902,1578,471
S21,8,8a8b7660-8c10-4f78-b7e9-8206e379369d,d7e7d50e-3dc1-4536-911d-242e10706746,2030-04-23T08:21:54.448Z,selection,selection_keybinding,what_does_this_do,,,,3,0,1,,yes,,,0,2,,11,319,5770,1484,484
S09,8,8bda1190-2161-441a-9705-b56f9a6bf517,2109541e-615a-4197-ad81-8f7991ea28e9,2030-04-23T08:22:49.162Z,selection,sidebar_button,what_does_this_do,,,,0,0,,,,,,0,0,,,,7082,1644,638
S25,8,2501d27f-76aa-4c45-a3a7-7bad291956f8,3a4703c4-d916-49d2-9d03-bbb3881bc754,2030-04-23T08:24:11.996Z,selection,selection_keybinding,whats_wrong,,,,0,0,,,yes,,,0,0,,3,123,2550,1700,475
S05,8,5ed0ff21-c37f-476a-bf21-a5b54b571a13,02590c86-1881-4822-943b-59a4167f928c,2030-04-23T08:29:41.409Z,selection,selection_status_bar,whats_wrong,,,,0,0,,,,,,0,2,,12,444,3951,1981,590
S12,8,6d574e07-4d3e-4502-9886-11ee11db75f3,a6a626d4-fa1f-4856-bcd6-b090fc54bffb,2030-04-23T08:30:41.112Z,selection,selection_keybinding,whats_wrong,,,,0,0,1,solved,,,,0,2,,1,18,2534,1552,547
S22,8,016a6f5b-0005-46bd-8cb2-72240bac7ba6,04aff152-1fcc-4cb4-8c94-000133d6e961,2030-04-23T08:33:40.759Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportCallIssue,error,3,1,,,,58960,1,0,0,,,,,,
S23,8,1cbf9226-f506-4f30-b904-0f058e6722bf,3fc63fd3-2569-4315-9ff1-e8c2a3f9340a,2030-04-23T08:34:12.658Z,selection,selection_keybinding,whats_wrong,,,,0,0,,,,,,0,1,,7,126,3575,1914,586
S06,8,cc32d29a-f877-4f80-bca5-1886ddfdb34f,c95e15da-07e2-4820-8401-4803e79b580e,2030-04-23T08:37:41.783Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,,error,0,0,,,maybe,38729,3,4,4,1556729,,,6751,1488,570
S20,8,698553dd-d2fb-449b-b735-982532ac30a5,f5acc7a9-1aca-4031-8a9e-d6f84666350b,2030-04-23T08:38:01.593Z,selection,sidebar_button,what_does_this_do,,,,2,0,,,yes,,,0,1,,6,162,5215,1635,458
S22,8,33b83955-1843-404f-ae87-6dab8c1823ad,04aff152-1fcc-4cb4-8c94-000133d6e961,2030-04-23T08:44:49.148Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,-1,,,20915,1,2,0,4101674,,,4489,1423,591
S14,8,21fb07c7-d9a1-4083-a04d-494169e74528,48828a1b-5104-4f23-8e21-ee133a13c19b,2030-04-24T20:08:53.920Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportCallIssue,error,3,1,1,still_stuck,no,13568,1,3,7,1339261560,,,,,
S14,8,c190e042-969c-40d4-a203-7c95519f22bb,48828a1b-5104-4f23-8e21-ee133a13c19b,2030-04-24T20:10:15.010Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportPossiblyUnbound,warning,3,1,,,,43271,2,4,4,1339184767,,,,,
S14,8,7b3e048a-8455-4159-bd5d-f6eb2d0e992e,48828a1b-5104-4f23-8e21-ee133a13c19b,2030-04-24T20:13:26.359Z,diagnostic,diagnostic_gutter_hover,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,0,0,1,solved,,97733,3,19,11,129914362,,,3265,2090,481
S14,8,c12df362-4181-4a1c-9998-fb211fa34a6b,48828a1b-5104-4f23-8e21-ee133a13c19b,2030-04-24T20:21:58.802Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,,error,3,0,,,maybe,43439,1,9,9,132471186,,,3606,1594,509
S02,8,52494eb4-31b7-4c9a-82e9-cff6b78b01d3,a7db9d42-837a-474a-8d42-d0203435db82,2030-04-24T20:35:01.300Z,diagnostic,diagnostic_lightbulb,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,0,-1,,,107917,4,4,2,739041902,,,2256,2046,668
S14,8,1a9f726e-41c0-4d28-9d08-32a9ad920c21,48828a1b-5104-4f23-8e21-ee133a13c19b,2030-04-24T20:39:01.007Z,selection,selection_codelens,whats_wrong,,,,3,0,,,,,,0,1,,25,900,4647,1526,634
S19,8,80529eef-8e6a-4e3e-8e84-e12ccd330ccb,6d06f479-2ab1-4551-becd-49b279c8f7ff,2030-04-25T17:29:31.653Z,diagnostic,diagnostic_codelens,what_does_this_mean,Pylance,reportAttributeAccessIssue,error,3,1,,solved,,70310,5,2,7,209585370,,,,,
